DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,date,GPRD_MA30,GPRD_MA7,event,var_name,var_label
19890420,893,89.03,81.36,86.37,1989/4/20,89.78,75.52,,,
19890421,772,64.36,51.33,64.22,1989/4/21,88.64,74.08,,,
19890422,572,110.03,80.83,115.57,1989/4/22,89.40,77.33,,,
19890423,936,42.47,42.34,35.31,1989/4/23,87.58,75.54,,,
19890424,582,147.98,136.18,151.45,1989/4/24,88.12,88.95,,,
19890425,663,104.92,49.81,141.26,1989/4/25,88.34,90.93,,,
19890426,712,69.79,37.11,92.85,1989/4/26,87.56,89.80,,,
19890427,909,94.75,72.66,109.09,1989/4/27,87.64,90.62,,,
19890428,859,84.84,76.89,83.37,1989/4/28,87.78,93.54,,,
19890429,563,100.02,140.78,48.93,1989/4/29,88.94,92.11,,,
19890430,1015,68.54,78.09,70.56,1989/4/30,88.32,95.83,,,
19890501,577,120.56,91.57,124.12,1989/5/1,90.60,91.92,,,
19890502,632,136.28,104.51,156.90,1989/5/2,92.91,96.40,,,
19890503,675,103.06,58.71,130.58,1989/5/3,93.34,101.15,,,
19890504,945,77.12,69.89,81.61,1989/5/4,93.17,98.63,,,
19890505,833,103.39,87.22,112.43,1989/5/5,94.17,101.28,,,
19890506,565,128.98,105.21,146.26,1989/5/6,95.52,105.42,,,
19890507,995,63.26,79.66,49.83,1989/5/7,93.32,104.66,,,
19890508,559,106.67,118.15,118.26,1989/5/8,91.85,102.68,,,
19890509,615,102.34,42.96,143.32,1989/5/9,92.61,97.83,,,
19890510,679,131.72,126.45,113.59,1989/5/10,91.11,101.93,,,
19890511,905,98.83,72.98,115.66,1989/5/11,90.26,105.03,,,
19890512,788,168.15,125.72,202.74,1989/5/12,93.63,114.28,,,
19890513,576,115.02,45.87,162.59,1989/5/13,95.72,112.28,,,
19890514,974,91.83,81.37,107.47,1989/5/14,96.30,116.36,,,
19890515,605,98.56,54.58,118.38,1989/5/15,96.68,115.21,,,
19890516,666,104.45,69.42,132.35,1989/5/16,98.33,115.51,,,
19890517,720,69.01,64.21,76.51,1989/5/17,98.82,106.55,,,
19890518,910,83.72,50.81,96.86,1989/5/18,98.58,104.39,,,
19890519,821,104.90,96.54,93.94,1989/5/19,99.49,95.36,,,
19890520,554,179.38,190.75,169.05,1989/5/20,102.50,104.55,,,
19890521,980,114.93,80.87,134.91,1989/5/21,104.18,107.85,,,
19890522,586,141.32,135.25,150.42,1989/5/22,105.23,113.96,,,
19890523,637,98.81,62.21,112.43,1989/5/23,107.10,113.15,,,
19890524,709,130.82,102.47,147.63,1989/5/24,106.53,121.98,,,
19890525,924,121.89,85.78,137.13,1989/5/25,107.10,127.44,,,
19890526,816,77.13,48.56,87.77,1989/5/26,107.34,123.47,,,
19890527,559,112.59,82.71,128.12,1989/5/27,107.94,113.93,,,
19890528,926,78.70,35.66,107.09,1989/5/28,107.73,108.75,,,
19890529,460,108.02,100.51,119.76,1989/5/29,108.00,103.99,,,
19890530,565,87.94,81.83,78.00,1989/5/30,108.65,102.44,,,
19890531,663,74.94,59.77,74.78,1989/5/31,107.13,94.46,,,
19890601,869,64.80,83.60,44.38,1989/6/1,104.74,86.30,,,
19890602,824,64.32,24.05,93.60,1989/6/2,103.45,84.47,,,
19890603,569,69.86,58.04,87.14,1989/6/3,103.21,78.37,,,
19890604,964,99.65,68.51,114.29,1989/6/4,103.09,81.36,,,
19890605,583,142.05,147.28,141.74,1989/6/5,103.52,86.22,,,
19890606,660,155.59,110.08,183.63,1989/6/6,106.60,95.89,,,
19890607,714,139.18,111.00,162.03,1989/6/7,107.68,105.07,,,
19890608,886,97.21,111.82,80.83,1989/6/8,107.51,109.70,,,
19890609,802,82.61,82.35,89.30,1989/6/9,105.87,112.31,,,
19890610,581,119.73,90.94,123.27,1989/6/10,106.57,119.43,,,
19890611,926,89.43,106.99,65.44,1989/6/11,103.95,117.97,,,
19890612,577,109.08,80.13,114.57,1989/6/12,103.75,113.26,,,
19890613,665,159.40,109.25,173.97,1989/6/13,106.00,113.81,,,
19890614,713,74.34,27.79,100.44,1989/6/14,105.19,104.54,,,
19890615,891,81.79,88.95,68.01,1989/6/15,104.44,102.34,,,
19890616,760,87.17,60.83,94.23,1989/6/16,105.04,102.99,,,
19890617,578,80.24,68.56,76.25,1989/6/17,104.93,97.35,,,
19890618,889,63.34,37.15,74.36,1989/6/18,103.54,93.62,,,
19890619,559,100.74,94.52,88.70,1989/6/19,100.92,92.43,,,
19890620,657,80.67,50.26,100.62,1989/6/20,99.78,81.18,,,
19890621,695,100.09,38.01,142.68,1989/6/21,98.41,84.86,,,
19890622,892,70.56,44.43,86.46,1989/6/22,97.46,83.26,,,
19890623,795,66.67,24.92,90.08,1989/6/23,95.33,80.33,,,
19890624,575,74.89,68.92,76.65,1989/6/24,93.76,79.57,,,
19890625,933,63.91,63.71,53.14,1989/6/25,93.32,79.65,,,
19890626,559,82.96,94.52,59.13,1989/6/26,92.33,77.11,,,
19890627,622,143.79,95.57,159.42,1989/6/27,94.50,86.13,,,
19890628,715,92.66,73.90,92.46,1989/6/28,93.99,85.06,,,
19890629,883,48.77,7.48,74.87,1989/6/29,92.68,81.95,,,
19890630,792,83.65,50.04,104.34,1989/6/30,92.97,84.38,,,
19890701,540,92.02,61.16,122.42,1989/7/1,93.88,86.82,,,
19890702,830,99.78,63.66,119.47,1989/7/2,95.06,91.95,,,
19890703,515,51.46,51.30,53.49,1989/7/3,94.45,87.45,,,
19890704,525,100.95,88.06,104.93,1989/7/4,94.49,81.33,,,
19890705,554,89.69,83.45,99.44,1989/7/5,92.75,80.90,,,
19890706,765,73.61,51.80,86.42,1989/7/6,90.01,84.45,,,
19890707,713,130.09,148.21,108.17,1989/7/7,89.71,91.08,,,
19890708,576,86.26,34.40,124.34,1989/7/8,89.35,90.26,,,
19890709,892,66.85,81.45,61.76,1989/7/9,88.82,85.56,,,
19890710,526,88.17,75.34,94.26,1989/7/10,87.77,90.80,,,
19890711,592,106.32,122.72,83.75,1989/7/11,88.33,91.57,,,
19890712,731,77.04,90.35,67.83,1989/7/12,87.26,89.76,,,
19890713,854,85.34,69.61,83.86,1989/7/13,84.79,91.44,,,
19890714,736,99.02,71.79,104.79,1989/7/14,85.62,87.00,,,
19890715,551,54.11,35.96,59.99,1989/7/15,84.69,82.40,,,
19890716,873,94.86,98.35,82.04,1989/7/16,84.95,86.41,,,
19890717,575,109.46,114.87,86.23,1989/7/17,85.92,89.45,,,
19890718,603,142.83,186.20,91.36,1989/7/18,88.57,94.66,,,
19890719,664,124.72,99.47,124.45,1989/7/19,89.37,101.48,,,
19890720,874,83.38,98.24,56.73,1989/7/20,89.46,101.20,,,
19890721,716,106.41,83.02,115.41,1989/7/21,89.67,102.25,,,
19890722,557,113.00,83.00,118.69,1989/7/22,91.09,110.67,,,
19890723,901,62.50,73.30,48.91,1989/7/23,90.95,106.04,,,
19890724,562,47.15,47.01,58.82,1989/7/24,90.02,97.14,,,
19890725,599,49.77,55.13,36.79,1989/7/25,89.55,83.85,,,
19890726,644,82.30,51.28,102.65,1989/7/26,89.53,77.79,,,
19890727,853,58.25,23.23,83.96,1989/7/27,86.68,74.20,,,
19890728,771,55.85,51.40,57.16,1989/7/28,85.45,66.98,,,
19890729,534,124.07,111.32,134.11,1989/7/29,87.96,68.56,,,
19890730,861,69.25,99.72,63.98,1989/7/30,87.48,69.52,,,
19890731,551,120.24,119.87,129.98,1989/7/31,88.42,79.96,,,
19890801,611,200.60,270.24,207.38,1989/8/1,91.78,101.51,,,
19890802,696,190.38,246.73,229.54,1989/8/2,96.42,116.95,,,
19890803,839,138.19,181.06,144.46,1989/8/3,97.66,128.37,,,
19890804,743,178.33,160.01,244.68,1989/8/4,100.61,145.86,,,
19890805,551,192.38,179.80,219.96,1989/8/5,104.57,155.62,,,
19890806,901,117.65,117.29,140.63,1989/8/6,104.16,162.54,,,
19890807,545,200.58,193.90,232.49,1989/8/7,107.97,174.02,,,
19890808,626,158.75,137.16,184.81,1989/8/8,111.03,168.04,,,
19890809,641,93.02,103.04,103.13,1989/8/9,111.19,154.13,,,
19890810,841,82.72,78.53,78.61,1989/8/10,110.40,146.20,,,
19890811,726,86.69,72.78,98.65,1989/8/11,110.73,133.11,,,
19890812,524,170.69,176.46,147.19,1989/8/12,113.57,130.01,,,
19890813,908,91.21,87.29,97.08,1989/8/13,113.31,126.24,,,
19890814,529,81.41,112.37,52.07,1989/8/14,114.22,109.21,,,
19890815,568,139.97,104.65,193.98,1989/8/15,115.72,106.53,,,
19890816,645,107.85,122.88,85.41,1989/8/16,115.67,108.65,,,
19890817,826,76.20,79.96,106.71,1989/8/17,113.45,107.71,,,
19890818,737,76.41,80.65,82.22,1989/8/18,111.84,106.25,,,
19890819,569,104.79,162.51,48.41,1989/8/19,112.55,96.83,,,
19890820,876,68.07,67.86,69.18,1989/8/20,111.27,93.53,,,
19890821,538,80.04,61.38,102.40,1989/8/21,110.18,93.33,,,
19890822,622,85.21,63.71,97.43,1989/8/22,110.93,85.51,,,
19890823,651,76.33,71.02,84.62,1989/8/23,111.91,81.01,,,
19890824,820,76.75,48.33,87.34,1989/8/24,112.81,81.09,,,
19890825,774,64.20,85.33,49.82,1989/8/25,112.20,79.34,,,
19890826,566,111.20,105.02,107.07,1989/8/26,113.97,80.26,,,
19890827,901,77.21,95.30,67.26,1989/8/27,114.68,81.56,,,
19890828,545,103.33,169.66,40.43,1989/8/28,113.99,84.89,,,
19890829,600,110.42,121.09,101.00,1989/8/29,115.36,88.49,,,
19890830,632,73.38,104.51,43.58,1989/8/30,113.80,88.07,,,
19890831,891,74.36,51.89,92.74,1989/8/31,109.59,87.73,,,
19890901,772,115.85,136.89,92.77,1989/9/1,107.11,95.11,,,
19890902,520,63.70,76.21,52.97,1989/9/2,104.62,88.32,,,
19890903,870,83.77,121.47,44.33,1989/9/3,101.47,89.26,,,
19890904,432,130.36,183.47,63.76,1989/9/4,99.40,93.12,,,
19890905,558,106.86,130.20,78.98,1989/9/5,99.04,92.61,,,
19890906,689,110.58,143.79,71.96,1989/9/6,96.04,97.92,,,
19890907,864,88.18,122.31,89.27,1989/9/7,93.69,99.90,,,
19890908,758,100.51,95.85,116.29,1989/9/8,93.94,97.71,,,
19890909,547,78.73,96.60,60.43,1989/9/9,93.81,99.85,,,
19890910,979,81.21,107.94,56.27,1989/9/10,93.62,99.49,,,
19890911,583,119.32,181.26,85.04,1989/9/11,91.91,97.91,,,
19890912,653,60.87,50.57,67.49,1989/9/12,90.90,91.34,,,
19890913,725,54.83,45.55,53.19,1989/9/13,90.02,83.38,,,
19890914,926,75.12,85.59,53.54,1989/9/14,87.85,81.51,,,
19890915,832,43.80,31.75,46.35,1989/9/15,85.72,73.41,,,
19890916,588,56.34,44.93,56.21,1989/9/16,85.06,70.21,,,
19890917,992,73.46,66.58,77.75,1989/9/17,84.96,69.11,,,
19890918,590,89.83,33.58,130.72,1989/9/18,84.46,64.89,,,
19890919,670,59.33,49.29,57.56,1989/9/19,84.17,64.67,,,
19890920,750,123.67,79.26,139.56,1989/9/20,85.62,74.51,,,
19890921,959,89.81,75.76,97.66,1989/9/21,85.78,76.61,,,
19890922,820,121.19,136.93,107.49,1989/9/22,87.27,87.66,,,
19890923,565,99.67,116.90,126.76,1989/9/23,88.04,93.85,,,
19890924,998,79.66,59.56,93.84,1989/9/24,88.55,94.74,,,
19890925,584,119.12,90.48,132.07,1989/9/25,88.82,98.92,,,
19890926,688,120.37,86.40,136.12,1989/9/26,90.25,107.64,,,
19890927,759,109.11,95.72,108.87,1989/9/27,90.45,105.56,,,
19890928,901,73.53,73.30,73.37,1989/9/28,89.22,103.24,,,
19890929,788,84.08,108.96,55.93,1989/9/29,89.57,97.93,,,
19890930,596,61.14,77.57,46.22,1989/9/30,89.13,92.43,,,
19891001,993,60.05,46.56,72.12,1989/10/1,87.27,89.63,,,
19891002,573,57.81,69.16,38.46,1989/10/2,87.08,80.87,,,
19891003,723,64.14,63.95,53.34,1989/10/3,86.42,72.84,,,
19891004,723,109.96,82.22,121.91,1989/10/4,85.74,72.96,,,
19891005,941,84.49,49.13,99.53,1989/10/5,85.00,74.52,,,
19891006,791,100.51,91.85,104.47,1989/10/6,84.66,76.87,,,
19891007,588,61.97,33.70,74.95,1989/10/7,83.79,76.99,,,
19891008,1030,32.16,32.06,32.09,1989/10/8,81.51,73.01,,,
19891009,597,99.88,110.63,83.05,1989/10/9,82.21,79.02,,,
19891010,621,90.68,95.72,79.84,1989/10/10,82.53,82.81,,,
19891011,683,72.75,48.35,88.72,1989/10/11,80.98,77.49,,,
19891012,923,53.83,28.62,65.65,1989/10/12,80.74,73.11,,,
19891013,842,90.49,101.97,85.06,1989/10/13,81.93,71.68,,,
19891014,625,68.90,84.54,52.89,1989/10/14,81.72,72.67,,,
19891015,979,43.99,33.73,45.02,1989/10/15,81.73,74.36,,,
19891016,614,53.95,43.03,62.81,1989/10/16,81.65,67.80,,,
19891017,682,63.14,58.11,72.70,1989/10/17,81.31,63.86,,,
19891018,749,70.76,70.54,66.20,1989/10/18,80.67,63.58,,,
19891019,958,82.99,68.94,80.51,1989/10/19,81.46,67.75,,,
19891020,833,55.67,63.43,39.68,1989/10/20,79.19,62.77,,,
19891021,607,60.03,97.93,27.23,1989/10/21,78.20,61.50,,,
19891022,1005,36.26,26.29,38.37,1989/10/22,75.37,60.40,,,
19891023,615,80.79,42.96,98.54,1989/10/23,74.74,64.24,,,
19891024,646,97.43,81.79,102.33,1989/10/24,75.33,69.13,,,
19891025,737,71.91,71.69,59.80,1989/10/25,73.76,69.30,,,
19891026,884,67.45,29.89,87.25,1989/10/26,71.99,67.08,,,
19891027,779,89.30,110.22,70.72,1989/10/27,71.33,71.88,,,
19891028,591,84.08,78.23,83.89,1989/10/28,71.69,75.32,,,
19891029,995,73.24,79.66,71.98,1989/10/29,71.33,80.60,,,
19891030,549,78.44,84.21,80.28,1989/10/30,71.90,80.26,,,
19891031,648,102.24,112.12,93.52,1989/10/31,73.31,80.95,,,
19891101,697,147.33,142.14,142.27,1989/11/1,76.29,91.73,,,
19891102,935,99.20,113.02,94.27,1989/11/2,77.46,96.26,,,
19891103,806,110.97,163.89,54.68,1989/11/3,77.49,99.36,,,
19891104,603,60.43,76.67,36.54,1989/11/4,76.69,95.98,,,
19891105,1083,82.58,103.68,55.95,1989/11/5,76.09,97.31,,,
19891106,578,51.58,57.13,47.66,1989/11/6,75.75,93.48,,,
19891107,652,106.69,151.95,59.15,1989/11/7,78.23,94.11,,,
19891108,742,66.97,89.01,44.55,1989/11/8,77.14,82.63,,,
19891109,941,77.45,84.23,70.25,1989/11/9,76.69,79.52,,,
19891110,824,52.26,40.08,53.49,1989/11/10,76.01,71.14,,,
19891111,598,49.85,44.18,64.49,1989/11/11,75.88,69.63,,,
19891112,1028,87.00,134.92,48.23,1989/11/12,75.76,70.26,,,
19891113,595,161.45,255.31,92.59,1989/11/13,78.85,85.95,,,
19891114,666,114.40,148.76,74.45,1989/11/14,81.20,87.05,,,
19891115,736,81.01,107.69,59.88,1989/11/15,82.10,89.06,,,
19891116,961,110.30,123.71,103.19,1989/11/16,83.67,93.76,,,
19891117,826,60.16,31.98,73.36,1989/11/17,83.32,94.88,,,
19891118,629,94.80,157.51,26.28,1989/11/18,83.71,101.30,,,
19891119,1042,50.86,63.39,31.72,1989/11/19,83.55,96.14,,,
19891120,635,62.60,41.60,78.08,1989/11/20,83.63,82.02,,,
19891121,679,131.72,165.36,89.25,1989/11/21,86.82,84.49,,,
19891122,725,82.24,72.88,75.99,1989/11/22,86.87,84.67,,,
19891123,800,78.67,107.33,55.09,1989/11/23,86.24,80.15,,,
19891124,738,85.28,134.24,67.18,1989/11/24,86.69,83.74,,,
19891125,518,76.74,114.75,53.18,1989/11/25,87.00,81.16,,,
19891126,922,89.82,85.96,77.68,1989/11/26,87.01,86.73,,,
19891127,576,138.02,194.93,66.95,1989/11/27,88.81,97.50,,,
19891128,635,177.37,166.42,182.19,1989/11/28,92.28,104.02,,,
19891129,726,123.19,90.97,136.59,1989/11/29,93.77,109.87,,,
19891130,910,116.49,130.64,108.97,1989/11/30,94.25,115.27,,,
19891201,839,130.29,212.55,65.66,1989/12/1,93.68,121.70,,,
19891202,574,167.36,241.64,115.17,1989/12/2,95.95,134.65,,,
19891203,1001,115.82,191.35,71.55,1989/12/3,96.11,138.36,,,
19891204,617,150.33,224.80,98.22,1989/12/4,99.11,140.12,,,
19891205,670,148.32,236.59,82.22,1989/12/5,101.30,135.97,,,
19891206,712,102.35,139.14,77.37,1989/12/6,102.99,133.00,,,
19891207,972,68.16,61.16,73.68,1989/12/7,101.71,126.09,,,
19891208,892,100.27,103.66,86.46,1989/12/8,102.82,121.80,,,
19891209,571,92.82,104.10,67.54,1989/12/9,103.33,111.15,,,
19891210,1012,94.93,97.90,114.32,1989/12/10,104.75,108.17,,,
19891211,627,105.66,94.80,105.44,1989/12/11,106.62,101.79,,,
19891212,660,125.48,130.09,133.55,1989/12/12,107.90,98.52,,,
19891213,775,72.66,68.18,78.19,1989/12/13,104.94,94.28,,,
19891214,890,115.38,126.16,105.23,1989/12/14,104.97,101.03,,,
19891215,853,124.27,85.17,142.08,1989/12/15,106.41,104.46,,,
19891216,536,142.14,184.83,154.17,1989/12/16,107.47,111.50,,,
19891217,973,115.75,101.82,130.22,1989/12/17,109.33,114.48,,,
19891218,582,73.99,45.39,94.66,1989/12/18,108.63,109.95,,,
19891219,645,143.80,102.40,170.82,1989/12/19,111.73,112.57,,,
19891220,724,137.26,100.35,159.79,1989/12/20,114.22,121.80,,,
19891221,907,164.35,182.05,151.85,1989/12/21,115.31,128.80,,,
19891222,796,116.52,149.35,83.05,1989/12/22,116.45,127.69,,,
19891223,511,103.72,103.40,107.81,1989/12/23,117.29,122.20,,,
19891224,875,102.22,105.68,100.74,1989/12/24,117.85,120.27,,,
19891225,434,91.59,106.53,88.85,1989/12/25,118.35,122.78,,,
19891226,541,79.60,134.29,20.37,1989/12/26,118.00,113.61,,,
19891227,579,80.10,102.66,57.09,1989/12/27,116.07,105.44,,,
19891228,765,90.93,86.34,100.82,1989/12/28,113.19,94.95,,,
19891229,704,103.52,121.96,78.25,1989/12/29,112.54,93.10,,,
19891230,541,134.71,122.08,122.20,1989/12/30,113.14,97.52,,,
19891231,874,53.06,52.90,50.43,1989/12/31,110.57,90.50,,,
19900101,425,116.91,108.78,103.70,1990/1/1,108.89,94.12,,,
19900102,556,71.49,83.15,49.54,1990/1/2,107.41,92.96,,,
19900103,615,75.41,107.39,35.83,1990/1/3,104.91,92.29,,,
19900104,945,56.09,83.87,23.32,1990/1/4,101.84,87.31,,,
19900105,882,63.85,52.42,74.95,1990/1/5,100.55,81.65,,,
19900106,541,67.35,85.46,50.92,1990/1/6,100.53,72.02,,,
19900107,977,44.08,40.56,45.11,1990/1/7,98.65,70.74,,,
19900108,612,102.84,86.34,99.02,1990/1/8,98.99,68.73,,,
19900109,670,138.44,128.15,131.56,1990/1/9,100.44,78.29,,,
19900110,736,103.52,143.58,67.37,1990/1/10,100.37,82.31,,,
19900111,901,77.21,87.97,55.03,1990/1/11,98.76,85.33,,,
19900112,805,69.95,82.05,61.59,1990/1/12,98.67,86.20,,,
19900113,592,67.15,44.63,74.45,1990/1/13,97.06,86.17,,,
19900114,894,74.11,81.27,55.46,1990/1/14,95.39,90.46,,,
19900115,618,101.84,138.93,80.23,1990/1/15,94.05,90.32,,,
19900116,676,78.40,87.93,73.34,1990/1/16,92.80,81.74,,,
19900117,692,86.17,85.90,79.61,1990/1/17,93.21,79.26,,,
19900118,909,65.60,58.13,72.73,1990/1/18,90.60,77.60,,,
19900119,825,96.37,72.05,113.52,1990/1/19,89.24,81.38,,,
19900120,608,81.72,54.32,99.67,1990/1/20,86.48,83.46,,,
19900121,948,76.87,97.54,63.92,1990/1/21,85.16,83.85,,,
19900122,623,69.12,84.81,53.06,1990/1/22,84.01,79.18,,,
19900123,710,121.31,111.63,108.63,1990/1/23,84.64,85.31,,,
19900124,736,72.01,53.84,89.82,1990/1/24,83.99,83.29,,,
19900125,939,88.19,70.34,99.74,1990/1/25,84.28,86.51,,,
19900126,813,77.42,97.49,54.21,1990/1/26,84.19,83.81,,,
19900127,581,91.22,56.84,104.30,1990/1/27,84.20,85.16,,,
19900128,923,53.83,42.93,65.65,1990/1/28,82.54,81.87,,,
19900129,593,117.31,77.96,130.06,1990/1/29,81.96,88.76,,,
19900130,671,83.92,68.90,82.10,1990/1/30,82.99,83.42,,,
19900131,697,128.32,104.24,134.37,1990/1/31,83.37,91.46,,,
19900201,901,77.21,65.97,91.71,1990/2/1,83.56,89.89,,,
19900202,821,104.90,64.36,127.49,1990/2/2,84.54,93.82,,,
19900203,603,115.36,54.77,146.18,1990/2/3,86.52,97.27,,,
19900204,999,59.69,46.28,71.69,1990/2/4,86.38,98.10,,,
19900205,574,115.42,92.05,115.17,1990/2/5,87.98,97.83,,,
19900206,665,149.44,148.98,140.83,1990/2/6,91.50,107.19,,,
19900207,744,93.50,79.90,103.66,1990/2/7,91.18,102.22,,,
19900208,905,76.87,72.98,85.22,1990/2/8,89.13,102.17,,,
19900209,808,69.70,65.39,75.00,1990/2/9,88.00,97.14,,,
19900210,599,99.54,66.16,119.56,1990/2/10,88.75,94.88,,,
19900211,1024,54.99,64.50,48.42,1990/2/11,88.25,94.21,,,
19900212,628,110.77,105.17,96.50,1990/2/12,89.70,93.54,,,
19900213,644,82.30,82.05,76.99,1990/2/13,89.98,83.95,,,
19900214,726,63.88,72.78,53.12,1990/2/14,88.71,79.72,,,
19900215,909,69.24,72.66,60.61,1990/2/15,88.41,78.63,,,
19900216,812,48.95,24.40,61.06,1990/2/16,87.17,75.67,,,
19900217,568,69.98,46.51,77.59,1990/2/17,87.31,71.45,,,
19900218,962,75.76,82.39,62.99,1990/2/18,86.63,74.41,,,
19900219,436,98.77,75.74,101.08,1990/2/19,87.19,72.70,,,
19900220,616,59.15,85.78,35.77,1990/2/20,86.60,69.39,,,
19900221,740,62.67,62.48,52.11,1990/2/21,86.39,69.22,,,
19900222,917,57.80,50.42,66.08,1990/2/22,84.27,67.58,,,
19900223,798,41.51,41.38,41.42,1990/2/23,83.25,66.52,,,
19900224,638,72.69,31.06,94.98,1990/2/24,82.74,66.91,,,
19900225,967,51.38,6.83,79.76,1990/2/25,81.87,63.43,,,
19900226,609,65.27,43.38,72.37,1990/2/26,81.00,58.64,,,
19900227,677,127.22,68.29,170.89,1990/2/27,83.45,68.36,,,
19900228,744,80.14,79.90,66.64,1990/2/28,82.21,70.86,,,
19900301,919,57.67,50.31,59.95,1990/3/1,81.34,70.84,,,
19900302,861,84.64,84.38,70.38,1990/3/2,79.88,77.00,,,
19900303,582,34.15,45.39,18.93,1990/3/3,78.45,71.50,,,
19900304,972,47.71,54.36,39.67,1990/3/4,76.54,70.97,,,
19900305,625,74.20,105.68,61.70,1990/3/5,75.17,72.25,,,
19900306,731,67.97,45.18,75.36,1990/3/6,75.44,63.78,,,
19900307,723,77.89,54.81,83.82,1990/3/7,74.19,63.46,,,
19900308,939,67.03,42.20,76.27,1990/3/8,71.45,64.80,,,
19900309,884,59.96,59.77,62.32,1990/3/9,70.33,61.27,,,
19900310,563,105.91,117.31,88.07,1990/3/10,71.30,71.52,,,
19900311,968,44.49,40.94,39.84,1990/3/11,70.45,71.06,,,
19900312,658,50.34,50.19,41.86,1990/3/12,68.81,67.65,,,
19900313,689,72.12,57.52,79.96,1990/3/13,69.39,68.25,,,
19900314,734,90.26,53.99,127.59,1990/3/14,68.70,70.01,,,
19900315,953,59.09,48.51,63.59,1990/3/15,67.93,68.88,,,
19900316,832,71.67,87.32,52.97,1990/3/16,68.19,70.55,,,
19900317,551,84.17,83.91,69.99,1990/3/17,68.69,67.45,,,
19900318,1053,56.63,43.91,62.78,1990/3/18,68.94,69.18,,,
19900319,584,62.39,56.55,56.60,1990/3/19,68.69,70.90,,,
19900320,669,79.22,78.98,90.58,1990/3/20,68.80,71.92,,,
19900321,733,67.79,63.07,60.13,1990/3/21,67.77,68.71,,,
19900322,918,75.78,71.95,66.01,1990/3/22,68.33,71.09,,,
19900323,838,35.58,23.64,39.44,1990/3/23,67.42,65.94,,,
19900324,585,73.61,67.74,75.34,1990/3/24,67.95,64.43,,,
19900325,1016,71.73,39.00,92.18,1990/3/25,68.96,66.59,,,
19900326,603,76.91,32.86,100.50,1990/3/26,69.10,68.66,,,
19900327,661,75.17,99.92,41.67,1990/3/27,69.89,68.08,,,
19900328,707,89.02,102.76,62.34,1990/3/28,70.68,71.11,,,
19900329,924,82.46,85.78,77.51,1990/3/29,69.19,72.07,,,
19900330,860,73.18,53.76,76.87,1990/3/30,68.96,77.44,,,
19900331,602,110.05,54.86,146.42,1990/3/31,70.70,82.65,,,
19900401,1019,68.27,64.82,64.88,1990/4/1,70.16,82.15,,,
19900402,602,132.06,65.83,164.72,1990/4/2,73.42,90.03,,,
19900403,723,100.80,73.08,129.53,1990/4/3,75.19,93.69,,,
19900404,769,86.15,68.71,93.13,1990/4/4,75.59,93.28,,,
19900405,956,65.84,55.27,69.15,1990/4/5,75.52,90.91,,,
19900406,823,92.57,56.18,113.79,1990/4/6,76.01,93.68,,,
19900407,602,66.03,54.86,64.06,1990/4/7,75.97,87.39,,,
19900408,1063,40.51,31.07,51.83,1990/4/8,75.33,83.42,,,
19900409,680,92.56,67.99,121.52,1990/4/9,74.88,77.78,,,
19900410,666,89.53,59.50,99.26,1990/4/10,76.38,76.17,,,
19900411,725,100.52,109.32,98.78,1990/4/11,78.06,78.22,,,
19900412,887,74.69,81.91,68.32,1990/4/12,78.14,79.49,,,
19900413,792,79.47,50.04,90.43,1990/4/13,77.78,77.62,,,
19900414,560,100.56,82.56,98.38,1990/4/14,79.16,82.55,,,
19900415,906,58.50,43.74,79.05,1990/4/15,78.72,85.12,,,
19900416,587,90.29,45.01,122.01,1990/4/16,78.93,84.79,,,
19900417,653,76.09,40.46,101.24,1990/4/17,79.58,82.87,,,
19900418,716,97.16,64.57,107.72,1990/4/18,80.74,82.39,,,
19900419,897,81.24,51.54,116.69,1990/4/19,80.80,83.33,,,
19900420,832,131.39,55.57,178.78,1990/4/20,82.92,90.75,,,
19900421,557,95.15,47.43,138.47,1990/4/21,83.57,89.98,,,
19900422,877,86.87,52.72,100.51,1990/4/22,85.28,94.03,,,
19900423,601,126.77,76.93,155.83,1990/4/23,87.05,99.24,,,
19900424,682,77.71,29.05,113.09,1990/4/24,87.25,99.47,,,
19900425,683,82.45,29.01,120.99,1990/4/25,87.44,97.37,,,
19900426,928,92.81,99.64,77.17,1990/4/26,88.02,99.02,,,
19900427,760,78.46,60.83,79.74,1990/4/27,87.67,91.46,,,
19900428,584,85.08,56.55,94.33,1990/4/28,87.76,90.02,,,
19900429,1067,46.57,30.95,56.79,1990/4/29,86.87,84.26,,,
19900430,594,44.61,0.00,74.20,1990/4/30,84.69,72.53,,,
19900501,688,120.37,57.60,160.15,1990/5/1,86.43,78.62,,,
19900502,721,151.62,146.57,152.82,1990/5/2,87.08,88.50,,,
19900503,923,82.55,71.56,83.56,1990/5/3,86.47,87.04,,,
19900504,819,97.07,40.32,134.53,1990/5/4,86.83,89.70,,,
19900505,579,125.87,34.22,180.78,1990/5/5,88.84,95.52,,,
19900506,1006,52.68,39.39,54.76,1990/5/6,87.51,96.40,,,
19900507,598,72.01,66.27,73.70,1990/5/7,87.71,100.31,,,
19900508,672,64.08,49.14,65.58,1990/5/8,88.49,92.27,,,
19900509,760,82.81,26.07,123.23,1990/5/9,88.17,82.44,,,
19900510,953,66.04,41.58,75.15,1990/5/10,87.38,80.08,,,
