DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,date,GPRD_MA30,GPRD_MA7,event,var_name,var_label
19900511,859,61.70,38.44,76.96,1990/5/11,86.09,75.03,,,
19900512,561,29.52,23.55,29.46,1990/5/12,84.58,61.27,,,
19900513,933,81.66,77.87,82.66,1990/5/13,84.66,65.41,,,
19900514,592,95.12,100.41,83.75,1990/5/14,84.48,68.71,,,
19900515,662,75.06,69.84,74.90,1990/5/15,85.03,70.27,,,
19900516,777,110.85,102.00,141.80,1990/5/16,85.71,74.28,,,
19900517,951,80.11,69.45,92.69,1990/5/17,85.85,76.29,,,
19900518,849,70.23,62.24,64.89,1990/5/18,84.95,77.51,,,
19900519,576,74.76,57.33,76.51,1990/5/19,84.73,83.97,,,
19900520,1027,74.19,51.45,96.56,1990/5/20,82.83,82.90,,,
19900521,600,121.46,121.09,128.54,1990/5/21,83.70,86.67,,,
19900522,688,91.48,76.80,96.09,1990/5/22,83.86,89.01,,,
19900523,734,85.75,44.99,105.08,1990/5/23,82.49,85.43,,,
19900524,933,99.41,56.63,129.90,1990/5/24,83.21,88.18,,,
19900525,825,100.38,88.06,113.52,1990/5/25,83.81,92.49,,,
19900526,561,94.48,23.55,137.48,1990/5/26,83.87,95.31,,,
19900527,934,78.03,70.71,70.78,1990/5/27,83.85,95.85,,,
19900528,472,140.36,139.93,140.06,1990/5/28,85.69,98.56,,,
19900529,638,145.38,134.58,155.43,1990/5/29,88.99,106.26,,,
19900530,710,93.31,74.42,108.63,1990/5/30,90.61,107.34,,,
19900531,928,110.66,128.11,94.98,1990/5/31,90.29,108.94,,,
19900601,859,84.84,99.96,70.55,1990/6/1,88.06,106.72,,,
19900602,638,98.65,82.82,112.25,1990/6/2,88.60,107.32,,,
19900603,988,80.47,80.22,72.49,1990/6/3,88.05,107.67,,,
19900604,641,129.20,154.56,94.54,1990/6/4,88.16,106.07,,,
19900605,701,99.24,84.80,94.31,1990/6/5,89.71,99.48,,,
19900606,714,97.43,111.00,69.44,1990/6/6,90.56,100.07,,,
19900607,906,80.44,65.61,79.05,1990/6/7,91.10,95.75,,,
19900608,828,100.02,95.72,93.15,1990/6/8,91.67,97.92,,,
19900609,569,87.33,104.47,87.14,1990/6/9,92.38,96.30,,,
19900610,935,56.69,84.77,35.35,1990/6/10,92.22,92.90,,,
19900611,606,38.26,54.49,18.18,1990/6/11,92.51,79.91,,,
19900612,666,64.66,89.25,41.36,1990/6/12,91.94,74.97,,,
19900613,710,74.65,65.12,69.83,1990/6/13,91.26,71.72,,,
19900614,918,72.17,115.12,36.01,1990/6/14,91.16,70.54,,,
19900615,808,73.79,122.61,40.91,1990/6/15,89.93,66.79,,,
19900616,552,120.02,131.62,109.78,1990/6/16,91.26,71.46,,,
19900617,931,56.93,42.57,65.09,1990/6/17,90.81,71.50,,,
19900618,590,78.60,78.36,65.36,1990/6/18,90.94,77.26,,,
19900619,654,65.85,60.59,75.81,1990/6/19,90.66,77.43,,,
19900620,702,89.66,84.68,78.48,1990/6/20,89.60,79.57,,,
19900621,896,66.55,103.20,30.74,1990/6/21,88.77,78.77,,,
19900622,841,86.65,62.83,104.81,1990/6/22,88.80,80.61,,,
19900623,588,118.31,89.86,121.80,1990/6/23,89.43,80.36,,,
19900624,941,45.76,42.11,46.84,1990/6/24,87.61,78.77,,,
19900625,562,53.05,58.76,39.21,1990/6/25,86.23,75.12,,,
19900626,675,49.08,9.78,73.45,1990/6/26,85.27,72.72,,,
19900627,721,101.08,100.77,84.05,1990/6/27,83.96,74.35,,,
19900628,922,64.67,64.47,59.75,1990/6/28,81.27,74.08,,,
19900629,818,97.19,56.52,121.23,1990/6/29,81.40,75.59,,,
19900630,569,52.40,46.43,58.09,1990/6/30,79.45,66.17,,,
19900701,922,89.82,93.13,77.68,1990/7/1,79.62,72.47,,,
19900702,591,100.89,100.58,83.89,1990/7/2,79.69,79.30,,,
19900703,677,127.22,117.07,130.20,1990/7/3,81.25,90.47,,,
19900704,555,107.43,83.30,129.04,1990/7/4,80.53,91.37,,,
19900705,814,85.46,48.68,101.52,1990/7/5,80.07,94.34,,,
19900706,740,89.53,116.03,67.00,1990/7/6,79.80,93.25,,,
19900707,555,143.25,83.30,188.60,1990/7/7,81.90,106.23,,,
19900708,864,80.51,68.80,82.89,1990/7/8,81.25,104.90,,,
19900709,592,55.96,55.78,46.53,1990/7/9,80.20,98.48,,,
19900710,690,91.22,114.87,79.84,1990/7/10,81.35,93.34,,,
19900711,699,61.61,47.24,63.05,1990/7/11,82.13,86.79,,,
19900712,904,51.30,21.92,67.03,1990/7/12,81.69,81.91,,,
19900713,786,75.86,67.22,70.09,1990/7/13,81.73,79.96,,,
19900714,540,67.48,85.62,51.01,1990/7/14,81.57,69.13,,,
19900715,897,62.78,51.54,61.42,1990/7/15,81.20,66.60,,,
19900716,497,66.65,53.16,66.51,1990/7/16,79.42,68.13,,,
19900717,668,39.67,49.44,32.99,1990/7/17,78.85,60.76,,,
19900718,696,85.67,47.45,110.81,1990/7/18,79.08,64.20,,,
19900719,886,82.25,37.27,111.92,1990/7/19,79.63,68.62,,,
19900720,804,90.64,98.58,75.37,1990/7/20,79.66,70.74,,,
19900721,566,105.35,93.35,97.33,1990/7/21,80.96,76.15,,,
19900722,843,55.01,54.84,58.82,1990/7/22,79.90,75.04,,,
19900723,584,107.77,113.09,94.33,1990/7/23,79.55,80.91,,,
19900724,668,133.89,98.87,140.20,1990/7/24,82.49,94.37,,,
19900725,729,122.69,163.08,75.57,1990/7/25,84.81,99.66,,,
19900726,928,85.67,99.64,65.30,1990/7/26,86.03,100.15,,,
19900727,706,79.76,74.84,78.03,1990/7/27,85.32,98.59,,,
19900728,553,155.74,143.32,179.32,1990/7/28,88.36,105.79,,,
19900729,864,57.51,68.80,44.63,1990/7/29,87.03,106.15,,,
19900730,576,63.26,103.20,19.13,1990/7/30,87.40,99.79,,,
19900731,684,130.76,173.81,104.70,1990/7/31,88.76,99.34,,,
19900801,700,137.23,113.22,157.40,1990/8/1,89.97,101.42,,,
19900802,852,108.86,85.27,116.39,1990/8/2,89.36,104.73,,,
19900803,807,250.39,155.50,361.81,1990/8/3,94.12,129.11,,,
19900804,559,213.33,106.34,295.65,1990/8/4,98.39,137.34,,,
19900805,944,154.40,76.96,227.60,1990/8/5,100.55,151.18,,,
19900806,565,257.97,175.35,380.27,1990/8/6,104.37,178.99,,,
19900807,619,299.68,96.03,462.79,1990/8/7,111.68,203.13,,,
19900808,684,324.48,154.50,467.14,1990/8/8,120.63,229.87,,,
19900809,858,223.93,100.07,340.30,1990/8/9,125.05,246.31,,,
19900810,797,216.13,140.88,297.22,1990/8/10,130.20,241.42,,,
19900811,591,274.65,189.98,372.86,1990/8/11,137.65,250.18,,,
19900812,897,210.50,154.63,270.23,1990/8/12,142.14,258.19,,,
19900813,589,343.07,269.12,430.25,1990/8/13,151.32,270.35,,,
19900814,654,379.88,151.48,522.26,1990/8/14,161.89,281.80,,,
19900815,677,269.12,87.80,398.73,1990/8/15,168.64,273.89,,,
19900816,876,192.85,165.87,220.11,1990/8/16,173.75,269.46,,,
19900817,756,236.61,165.99,320.63,1990/8/17,178.78,272.38,,,
19900818,545,249.20,109.07,333.57,1990/8/18,184.34,268.75,,,
19900819,891,163.58,44.48,241.14,1990/8/19,186.78,262.05,,,
19900820,550,234.89,108.08,340.56,1990/8/20,191.09,246.59,,,
19900821,637,317.22,134.79,449.71,1990/8/21,199.83,237.64,,,
19900822,673,344.55,245.35,450.22,1990/8/22,207.73,248.42,,,
19900823,854,294.80,100.54,445.11,1990/8/23,213.09,262.98,,,
19900824,772,270.33,119.78,392.48,1990/8/24,218.01,267.79,,,
19900825,532,336.24,99.32,517.76,1990/8/25,226.36,280.23,,,
19900826,916,209.75,129.79,276.65,1990/8/26,230.70,286.82,,,
19900827,554,245.15,119.22,348.04,1990/8/27,233.68,288.29,,,
19900828,697,266.15,56.86,426.81,1990/8/28,240.63,280.99,,,
19900829,679,292.72,116.73,454.35,1990/8/29,248.28,273.59,,,
19900830,924,186.42,57.18,280.22,1990/8/30,250.14,258.11,,,
19900831,779,263.64,161.09,346.52,1990/8/31,254.35,257.15,,,
19900901,545,261.36,133.31,384.11,1990/9/1,259.43,246.46,,,
19900902,895,181.36,110.69,252.37,1990/9/2,257.13,242.40,,,
19900903,460,259.24,172.30,335.33,1990/9/3,258.66,244.41,,,
19900904,600,292.61,154.11,413.18,1990/9/4,263.27,248.19,,,
19900905,685,275.64,125.35,394.07,1990/9/5,263.86,245.75,,,
19900906,925,179.06,114.24,232.27,1990/9/6,259.84,244.70,,,
19900907,863,211.11,91.84,306.41,1990/9/7,256.06,237.20,,,
19900908,583,250.01,101.96,387.43,1990/9/8,256.93,235.58,,,
19900909,1009,134.60,65.46,185.64,1990/9/9,254.21,228.90,,,
19900910,601,198.42,142.86,284.16,1990/9/10,251.67,220.21,,,
19900911,708,187.15,158.59,202.31,1990/9/11,250.89,205.14,,,
19900912,774,145.51,59.73,206.41,1990/9/12,244.31,186.55,,,
19900913,968,130.04,75.05,182.12,1990/9/13,235.98,179.55,,,
19900914,858,196.90,107.77,269.67,1990/9/14,233.57,177.52,,,
19900915,563,276.54,152.51,371.83,1990/9/15,236.36,181.31,,,
19900916,914,130.47,101.17,180.82,1990/9/16,232.82,180.72,,,
19900917,628,184.62,94.65,271.94,1990/9/17,230.67,178.75,,,
19900918,736,175.53,107.69,247.01,1990/9/18,231.07,177.09,,,
19900919,721,206.75,119.09,275.07,1990/9/19,230.13,185.84,,,
19900920,945,143.72,97.85,209.87,1990/9/20,224.35,187.79,,,
19900921,844,172.69,86.08,248.04,1990/9/21,218.62,184.33,,,
19900922,575,149.79,103.38,182.04,1990/9/22,213.78,166.22,,,
19900923,976,132.37,94.74,180.62,1990/9/23,209.19,166.49,,,
19900924,613,199.94,107.74,278.60,1990/9/24,204.64,168.68,,,
19900925,733,280.19,117.14,428.39,1990/9/25,206.99,183.64,,,
19900926,773,192.84,153.80,249.44,1990/9/26,205.25,181.65,,,
19900927,927,153.66,57.00,213.94,1990/9/27,201.50,183.07,,,
19900928,872,148.15,106.04,189.53,1990/9/28,196.68,179.56,,,
19900929,539,165.94,73.52,255.52,1990/9/29,196.00,181.87,,,
19900930,984,114.46,87.26,145.56,1990/9/30,191.02,179.31,,,
19901001,637,213.21,228.11,250.80,1990/10/1,189.42,181.21,,,
19901002,727,177.70,99.93,234.91,1990/10/2,189.30,166.57,,,
19901003,744,129.12,62.14,185.11,1990/10/3,184.96,157.46,,,
19901004,942,140.66,105.17,163.75,1990/10/4,179.89,155.61,,,
19901005,830,179.60,143.24,192.48,1990/10/5,176.69,160.10,,,
19901006,574,167.36,115.07,201.55,1990/10/6,176.30,160.30,,,
19901007,1028,112.78,141.35,107.18,1990/10/7,173.02,160.06,,,
19901008,604,159.05,76.55,218.90,1990/10/8,169.99,152.32,,,
19901009,679,146.36,68.09,202.84,1990/10/9,170.38,147.85,,,
19901010,702,160.44,112.90,196.19,1990/10/10,169.12,152.32,,,
19901011,921,104.30,78.88,125.61,1990/10/11,166.36,147.13,,,
19901012,835,146.78,142.38,145.15,1990/10/12,166.40,142.44,,,
19901013,660,170.65,180.13,208.67,1990/10/13,167.75,142.91,,,
19901014,1218,100.63,65.07,122.12,1990/10/14,164.54,141.17,,,
19901015,634,167.20,145.85,165.10,1990/10/15,160.90,142.34,,,
19901016,679,156.12,97.27,186.61,1990/10/16,161.75,143.73,,,
19901017,726,132.32,81.88,166.94,1990/10/17,160.01,139.71,,,
19901018,947,125.93,83.69,157.07,1990/10/18,158.36,142.80,,,
19901019,831,159.45,135.12,165.73,1990/10/19,156.78,144.61,,,
19901020,601,154.33,76.93,201.66,1990/10/20,157.13,142.28,,,
19901021,989,123.93,53.43,178.25,1990/10/21,155.51,145.61,,,
19901022,631,167.99,104.67,192.07,1990/10/22,156.11,145.72,,,
19901023,690,144.02,86.15,175.65,1990/10/23,156.50,144.00,,,
19901024,714,167.02,148.01,177.46,1990/10/24,155.41,148.95,,,
19901025,916,115.72,64.89,156.37,1990/10/25,149.92,147.50,,,
19901026,849,156.07,116.69,201.15,1990/10/26,148.70,147.01,,,
19901027,588,118.31,56.16,168.64,1990/10/27,147.52,141.87,,,
19901028,946,105.05,111.71,93.18,1990/10/28,146.08,139.17,,,
19901029,607,147.35,54.40,208.74,1990/10/29,145.46,136.22,,,
19901030,665,89.66,69.52,115.98,1990/10/30,144.64,128.45,,,
19901031,707,173.36,112.10,233.76,1990/10/31,143.31,129.36,,,
19901101,996,93.12,66.31,121.68,1990/11/1,140.49,126.13,,,
19901102,828,124.02,95.72,159.68,1990/11/2,140.32,121.55,,,
19901103,579,85.82,57.04,104.66,1990/11/3,138.49,116.91,,,
19901104,1029,99.80,89.86,128.49,1990/11/4,135.83,116.16,,,
19901105,613,140.50,118.52,170.75,1990/11/5,134.94,115.18,,,
19901106,675,230.65,195.70,261.17,1990/11/6,138.86,135.32,,,
19901107,769,124.92,103.06,150.44,1990/11/7,137.73,128.40,,,
19901108,959,117.44,41.32,183.83,1990/11/8,136.76,131.88,,,
19901109,834,154.90,102.95,191.56,1990/11/9,136.58,136.29,,,
19901110,590,196.51,89.56,252.11,1990/11/10,139.65,152.10,,,
19901111,944,98.25,97.95,105.04,1990/11/11,138.03,151.88,,,
19901112,639,160.70,155.04,181.05,1990/11/12,137.70,154.77,,,
19901113,689,149.04,67.10,223.88,1990/11/13,139.32,143.11,,,
19901114,729,199.94,154.02,279.61,1990/11/14,140.41,153.83,,,
19901115,928,157.06,106.76,213.71,1990/11/15,140.44,159.49,,,
19901116,846,160.54,93.68,240.94,1990/11/16,141.38,160.29,,,
19901117,598,155.10,88.36,211.88,1990/11/17,142.35,154.38,,,
19901118,1019,117.03,71.30,156.78,1990/11/18,140.94,157.06,,,
19901119,629,147.46,115.50,218.96,1990/11/19,140.71,155.17,,,
19901120,684,164.66,77.25,217.46,1990/11/20,142.07,157.40,,,
19901121,667,223.49,188.14,256.04,1990/11/21,143.92,160.76,,,
19901122,779,114.81,110.22,106.08,1990/11/22,142.94,154.73,,,
19901123,764,138.75,112.38,151.43,1990/11/23,142.00,151.61,,,
19901124,502,230.96,157.88,252.40,1990/11/24,145.84,162.45,,,
19901125,937,120.20,119.83,117.59,1990/11/25,144.65,162.90,,,
19901126,568,174.96,151.16,193.98,1990/11/26,146.54,166.83,,,
19901127,677,229.97,204.87,284.81,1990/11/27,150.70,176.16,,,
19901128,709,191.56,158.36,256.41,1990/11/28,152.17,171.60,,,
19901129,942,189.89,126.21,245.62,1990/11/29,155.51,182.33,,,
19901130,818,161.98,129.19,195.31,1990/11/30,155.13,185.65,,,
19901201,566,222.40,46.68,350.40,1990/12/1,159.44,184.42,,,
19901202,987,104.04,60.23,150.70,1990/12/2,158.78,182.12,,,
19901203,608,228.83,173.81,262.77,1990/12/3,163.54,189.81,,,
19901204,705,206.74,159.26,226.61,1990/12/4,167.11,186.49,,,
19901205,678,219.86,165.61,260.01,1990/12/5,169.76,190.54,,,
19901206,902,172.61,87.87,238.19,1990/12/6,167.82,188.07,,,
19901207,848,199.22,101.25,298.84,1990/12/7,170.30,193.39,,,
19901208,578,189.13,79.99,266.87,1990/12/8,172.69,188.63,,,
19901209,921,100.71,50.20,131.59,1990/12/9,170.88,188.16,,,
19901210,574,150.05,80.55,201.55,1990/12/10,169.33,176.90,,,
19901211,677,171.26,97.56,211.57,1990/12/11,171.76,171.83,,,
19901212,732,117.66,45.11,165.57,1990/12/12,170.33,157.23,,,
19901213,915,126.71,108.27,144.50,1990/12/13,169.59,150.68,,,
19901214,834,135.04,126.71,145.32,1990/12/14,167.42,141.51,,,
19901215,523,164.68,164.17,200.14,1990/12/15,167.68,138.01,,,
19901216,872,106.37,98.47,113.72,1990/12/16,165.87,138.82,,,
19901217,600,182.19,110.08,247.91,1990/12/17,166.77,143.42,,,
19901218,670,177.99,118.29,230.23,1990/12/18,168.81,144.38,,,
19901219,685,120.90,77.14,160.85,1990/12/19,167.92,144.84,,,
19901220,932,131.51,63.78,177.33,1990/12/20,166.81,145.52,,,
19901221,782,84.72,59.12,112.72,1990/12/21,162.19,138.34,,,
19901222,542,207.80,170.60,243.94,1990/12/22,165.29,144.50,,,
19901223,825,100.38,96.07,120.20,1990/12/23,164.01,143.64,,,
19901224,542,103.90,146.23,101.64,1990/12/24,159.77,132.46,,,
19901225,385,163.48,120.09,186.02,1990/12/25,161.22,130.38,,,
19901226,521,216.18,114.09,306.64,1990/12/26,162.59,143.99,,,
19901227,740,192.49,133.88,275.45,1990/12/27,161.34,152.71,,,
19901228,676,107.81,19.54,179.29,1990/12/28,158.55,156.00,,,
19901229,507,150.27,130.27,141.26,1990/12/29,157.23,147.79,,,
19901230,802,99.13,65.88,116.77,1990/12/30,155.13,147.61,,,
19901231,549,193.08,252.64,170.59,1990/12/31,154.16,160.35,,,
19910101,497,179.96,159.47,188.44,1991/1/1,156.69,162.70,,,
19910102,575,167.07,183.78,182.04,1991/1/2,154.63,155.69,,,
19910103,757,161.91,104.70,203.77,1991/1/3,153.13,151.32,,,
19910104,738,179.54,178.99,216.48,1991/1/4,151.79,161.57,,,
19910105,537,252.91,245.99,256.47,1991/1/5,154.47,176.23,,,
19910106,897,92.32,73.63,116.69,1991/1/6,150.90,175.26,,,
19910107,568,244.94,197.68,281.27,1991/1/7,152.76,182.67,,,
19910108,645,364.64,378.88,435.60,1991/1/8,161.56,209.05,,,
19910109,695,300.28,247.08,396.33,1991/1/9,166.57,228.08,,,
19910110,873,292.17,242.10,384.94,1991/1/10,170.60,246.69,,,
19910111,819,376.15,314.51,484.31,1991/1/11,179.22,274.77,,,
19910112,587,355.52,416.31,422.33,1991/1/12,186.84,289.43,,,
19910113,892,233.96,251.75,277.92,1991/1/13,190.14,309.67,,,
19910114,593,351.93,300.72,418.05,1991/1/14,196.38,324.95,,,
19910115,683,572.30,464.17,717.86,1991/1/15,211.91,354.62, Gulf War - Operation Desert Storm,,
19910116,700,477.96,452.90,613.86,1991/1/16,221.77,380.00,,,
19910117,937,565.65,810.61,464.47,1991/1/17,234.70,419.07,,,
19910118,857,552.74,886.28,366.41,1991/1/18,249.09,444.29,,,
19910119,600,391.99,616.44,312.18,1991/1/19,257.77,449.50,,,
19910120,966,270.90,423.91,182.49,1991/1/20,263.98,454.78,,,
19910121,618,460.97,694.67,374.40,1991/1/21,272.42,470.36,,,
19910122,697,503.78,701.22,387.29,1991/1/22,285.86,460.57,,,
19910123,750,437.26,616.44,359.92,1991/1/23,296.98,454.75,,,
19910124,894,407.59,635.36,363.57,1991/1/24,305.11,432.17,,,
19910125,816,414.07,639.43,317.31,1991/1/25,311.71,412.37,,,
19910126,574,427.06,667.38,335.92,1991/1/26,319.53,417.37,,,
19910127,938,275.46,373.19,234.93,1991/1/27,325.12,418.03,,,
19910128,626,338.67,485.33,255.21,1991/1/28,331.40,400.55,,,
19910129,673,447.91,598.65,417.47,1991/1/29,343.02,392.57,,,
19910130,737,489.92,716.93,381.22,1991/1/30,352.92,400.10,,,
19910131,881,338.40,464.81,262.63,1991/1/31,358.20,390.21,,,
19910201,839,319.81,472.33,216.68,1991/2/1,363.29,376.75,,,
19910202,563,323.61,445.79,254.41,1991/2/2,368.68,361.97,,,
19910203,920,306.05,445.10,263.47,1991/2/3,372.90,366.34,,,
19910204,594,312.30,422.53,259.68,1991/2/4,374.88,362.57,,,
19910205,665,388.54,516.46,306.52,1991/2/5,384.75,354.09,,,
19910206,672,384.49,589.71,254.14,1991/2/6,389.40,339.03,,,
19910207,918,248.98,338.15,180.03,1991/2/7,385.55,326.25,,,
19910208,795,362.51,432.01,325.69,1991/2/8,387.62,332.35,,,
19910209,544,292.29,412.80,222.79,1991/2/9,387.62,327.88,,,
19910210,975,203.85,284.51,158.21,1991/2/10,381.88,313.28,,,
19910211,587,355.52,472.57,290.94,1991/2/11,381.88,319.46,,,
19910212,687,279.66,413.40,152.36,1991/2/12,383.40,303.90,,,
19910213,726,264.64,382.09,189.70,1991/2/13,380.50,286.78,,,
19910214,900,294.45,454.99,183.63,1991/2/14,371.23,293.27,,,
19910215,815,235.74,372.78,168.99,1991/2/15,363.16,275.16,,,
19910216,571,284.27,393.28,250.85,1991/2/16,353.78,274.02,,,
19910217,917,223.97,280.90,180.23,1991/2/17,342.82,276.89,,,
19910218,469,367.28,563.30,234.93,1991/2/18,342.00,278.57,,,
19910219,593,273.72,423.24,176.51,1991/2/19,342.09,277.72,,,
19910220,706,286.21,420.98,195.08,1991/2/20,336.27,280.81,,,
19910221,923,290.70,465.12,179.06,1991/2/21,329.16,280.27,,,
19910222,796,324.60,381.68,297.60,1991/2/22,325.41,292.96,,,
19910223,573,427.80,414.96,548.02,1991/2/23,326.08,313.47,,,
19910224,966,277.76,396.56,233.82,1991/2/24,321.54,321.15,,,
19910225,571,510.52,832.82,250.85,1991/2/25,324.32,341.62,,,
19910226,664,369.17,557.03,215.71,1991/2/26,327.44,355.25,,,
19910227,715,435.50,618.91,323.61,1991/2/27,330.67,376.58,,,
19910228,887,242.75,335.08,248.43,1991/2/28,323.83,369.73,,,
19910301,836,194.16,229.11,204.28,1991/3/1,313.97,351.09,,,
19910302,567,210.32,279.57,165.17,1991/3/2,309.71,320.03,,,
19910303,947,181.89,237.13,157.07,1991/3/3,305.11,306.33,,,
19910304,574,225.07,345.20,201.55,1991/3/4,301.82,265.55,,,
19910305,663,199.85,239.09,166.18,1991/3/5,298.28,241.36,,,
19910306,714,194.86,231.26,162.03,1991/3/6,294.37,206.99,,,
19910307,866,198.91,251.68,146.31,1991/3/7,288.05,200.72,,,
19910308,787,113.65,100.71,133.00,1991/3/8,279.02,189.22,,,
19910309,526,163.74,263.69,62.84,1991/3/9,276.18,182.57,,,
19910310,921,158.26,193.62,125.61,1991/3/10,269.37,179.19,,,
19910311,586,192.20,247.96,150.42,1991/3/11,266.03,174.49,,,
19910312,637,197.61,259.21,147.02,1991/3/12,265.83,174.17,,,
19910313,679,121.96,126.45,113.59,1991/3/13,258.04,163.76,,,
19910314,864,80.51,91.73,76.51,1991/3/14,251.40,146.85,,,
19910315,799,111.94,148.79,82.74,1991/3/15,246.31,146.60,,,
19910316,557,166.52,130.43,178.03,1991/3/16,242.05,147.00,,,
19910317,957,155.76,158.73,155.43,1991/3/17,239.38,146.64,,,
19910318,514,212.67,205.60,214.36,1991/3/18,237.00,149.57,,,
19910319,628,168.79,136.72,210.54,1991/3/19,235.16,145.45,,,
19910320,719,133.61,119.42,137.92,1991/3/20,227.37,147.12,,,
19910321,905,95.17,72.98,97.40,1991/3/21,221.42,149.21,,,
19910322,874,125.07,68.01,157.58,1991/3/22,216.04,151.09,,,
19910323,522,145.96,126.53,147.75,1991/3/23,211.22,148.15,,,
19910324,933,85.21,99.11,76.76,1991/3/24,203.24,138.07,,,
19910325,559,124.44,129.97,128.12,1991/3/25,193.13,125.46,,,
19910326,659,105.56,100.22,108.68,1991/3/26,187.39,116.43,,,
19910327,725,127.93,127.54,113.98,1991/3/27,174.63,115.62,,,
19910328,865,103.40,114.53,114.64,1991/3/28,165.78,116.80,,,
19910329,751,79.40,123.12,58.68,1991/3/29,153.91,110.27,,,
19910330,528,100.38,175.13,73.04,1991/3/30,149.16,103.76,,,
19910331,860,69.33,84.48,44.84,1991/3/31,145.00,101.49,,,
19910401,550,78.30,108.08,50.08,1991/4/1,140.60,94.90,,,
19910402,650,157.98,142.26,152.56,1991/4/2,139.80,102.39,,,
19910403,701,151.22,188.44,125.74,1991/4/3,137.34,105.71,,,
19910404,852,97.20,100.78,90.52,1991/4/4,133.92,104.83,,,
19910405,851,108.99,108.66,103.58,1991/4/5,131.06,109.06,,,
19910406,557,130.84,83.00,148.36,1991/4/6,128.79,113.41,,,
19910407,1001,82.73,72.58,88.06,1991/4/7,127.76,115.32,,,
19910408,557,101.10,106.72,98.90,1991/4/8,125.67,118.58,,,
19910409,675,98.15,78.28,114.26,1991/4/9,123.66,110.03,,,
19910410,776,85.38,51.07,99.39,1991/4/10,120.10,100.63,,,
19910411,972,88.61,74.75,85.02,1991/4/11,116.47,99.40,,,
19910412,799,107.79,115.73,96.53,1991/4/12,116.00,99.23,,,
19910413,753,61.59,87.71,51.21,1991/4/13,115.37,89.34,,,
19910414,904,58.63,36.53,73.13,1991/4/14,113.59,85.89,,,
19910415,541,134.71,170.92,101.83,1991/4/15,112.53,90.69,,,
19910416,754,87.87,96.36,80.37,1991/4/16,110.27,89.22,,,
19910417,790,125.79,75.24,167.36,1991/4/17,107.37,95.00,,,
19910418,909,83.82,50.86,103.03,1991/4/18,104.54,94.31,,,
19910419,761,100.12,69.43,115.83,1991/4/19,103.42,93.22,,,
19910420,622,133.14,127.42,132.85,1991/4/20,104.69,103.44,,,
19910421,940,66.96,63.24,58.61,1991/4/21,102.75,104.63,,,
19910422,702,70.78,103.49,31.39,1991/4/22,100.24,95.50,,,
19910423,767,64.78,68.89,71.83,1991/4/23,99.56,92.20,,,
19910424,696,123.75,113.87,110.81,1991/4/24,99.54,91.91,,,
19910425,1030,48.24,19.24,74.88,1991/4/25,97.63,86.82,,,
19910426,886,100.95,59.64,130.57,1991/4/26,96.73,86.94,,,
19910427,569,87.33,116.08,77.46,1991/4/27,96.19,80.40,,,
19910428,979,57.52,67.46,39.39,1991/4/28,95.47,79.05,,,
19910429,767,99.33,77.50,122.10,1991/4/29,95.43,83.13,,,
19910430,751,97.04,87.95,102.70,1991/4/30,96.35,87.74,,,
19910501,800,120.08,99.07,172.16,1991/5/1,97.75,87.21,,,
19910502,939,42.33,49.24,41.07,1991/5/2,93.89,86.37,,,
19910503,899,70.01,66.12,67.41,1991/5/3,91.18,81.95,,,
19910504,648,61.34,50.96,76.51,1991/5/4,89.99,78.24,,,
19910505,975,64.55,47.42,79.10,1991/5/5,88.51,79.24,,,
19910506,609,201.26,162.68,217.10,1991/5/6,90.86,93.80,,,
19910507,750,123.67,123.29,117.53,1991/5/7,92.22,97.61,,,
19910508,809,122.84,106.13,136.19,1991/5/8,92.94,98.00,,,
19910509,973,71.49,67.88,67.94,1991/5/9,92.06,102.17,,,
19910510,905,109.81,87.58,115.66,1991/5/10,92.87,107.85,,,
19910511,636,88.54,51.92,112.61,1991/5/11,92.87,111.74,,,
19910512,932,56.87,35.43,70.93,1991/5/12,91.17,110.64,,,
19910513,627,105.66,115.87,79.08,1991/5/13,92.64,96.98,,,
19910514,753,101.18,105.25,109.74,1991/5/14,94.06,93.77,,,
19910515,807,94.41,130.95,61.44,1991/5/15,92.72,89.71,,,
19910516,959,75.99,68.87,91.91,1991/5/16,92.32,90.35,,,
19910517,840,63.10,55.04,65.58,1991/5/17,90.23,83.68,,,
19910518,637,93.60,103.69,86.48,1991/5/18,90.56,84.40,,,
19910519,990,53.54,53.37,55.65,1991/5/19,89.00,83.93,,,
19910520,651,132.30,131.89,118.47,1991/5/20,88.98,87.73,,,
19910521,750,70.67,61.64,73.45,1991/5/21,89.10,83.37,,,
19910522,779,102.06,101.74,91.93,1991/5/22,90.14,84.46,,,
19910523,974,108.83,101.72,124.43,1991/5/23,91.61,89.16,,,
19910524,908,65.67,72.74,60.67,1991/5/24,89.67,89.52,,,
19910525,622,74.56,84.95,70.86,1991/5/25,90.55,86.80,,,
19910526,888,89.53,66.94,99.26,1991/5/26,90.17,91.94,,,
19910527,515,109.35,102.60,106.97,1991/5/27,90.90,88.67,,,
19910528,650,107.02,111.77,110.18,1991/5/28,92.55,93.86,,,
19910529,765,56.29,25.90,79.21,1991/5/29,91.12,87.32,,,
